system_id,dataSource,artUrl,artDate,artTitle,artContent,boardID,commentCount,department,gender,school
100,Dcard,https://www.dcard.tw/f/youtuber/p/240988016,2023-01-12 04:40:44,決定幫高調…在美食版看到這位部落客真的不行… #黑特,此篇文章為轉貼文章，請更新至最新版本觀看完整內容。,youtuber,1,,M,國立臺灣藝術大學
101,Dcard,https://www.dcard.tw/f/youtuber/p/240983244,2023-01-11 12:19:13,這老旅社有點A又有人情味，好特別😂,"一群記者開的頻道，蠻有趣的。縮圖好像有點A，但其實很有人情味（？）老闆那趴好好笑，老闆可愛到不行！
https://youtu.be/BGyLlem-208",youtuber,0,blanchelin,F,布蘭琪
102,Dcard,https://www.dcard.tw/f/youtuber/p/240963905,2023-01-09 05:41:49,羽球隊不考慮開一個專屬的獨立頻道嗎？,"要看羽球隊的影片還得同時訂閱四個頻道
與其影片分散到這四個頻道
倒不如開一個專屬羽球隊的頻道
還比較有影片觀看效益
頻道名稱我幫她們想好了
「羽球隊 Badminton Team」
順便可以考慮字幕上中文、英文、日文和韓文
讓外國人也能知道這個頻道的影片
這主意是不是很不錯？
就像這群人、反骨、狠愛演、台尋等主頻道底下也有其他成員的頻道
省得還要多訂閱四個頻道
有夠麻煩又佔空間",youtuber,35,chou220220,M,粥博士
103,Dcard,https://www.dcard.tw/f/youtuber/p/240966881,2023-01-09 12:33:00,這波操作很值得模仿,"這操作滿值得學習的
媒體一直報，文章一直洗
伯恩賺到更多的知名度和流量
世間得到了一定的政治聲量

反正喜歡這種低級幽默的人
不喜歡的人就算不會看，也會因為炎上這個炎上的行為間接幫伯恩創造更多的話題性
最後結果就是越來越多人知道這低級的東西，讓他們的粉絲以及下次的秀賣得更好
這樣負面行銷根本雙贏，還是贏到爛的那種


這樣的一套宣傳方式真的滿值得各位網紅借鑑的",youtuber,1,,M,國立中正大學
104,Dcard,https://www.dcard.tw/f/youtuber/p/241064299,2023-01-23 05:06:25,蔡阿嘎工作室的年終有辦法套用機率嗎？,"如題，相信各位大大大部分都有看過蔡阿嘎最近發年終的影片

https://youtu.be/tMxyDYTw25U

簡而言之就是，蔡阿嘎設定每個員工的年終（x元），再讓員工自己去猜自己年終（y元），最後公布兩個的差額。我看板上有人討論是5~80w，我不信，我朋友也不信，他說用機率可以算出根本不合理，說使用隨機分配還丟了excel表給我看：

https://i.imgur.com/f6Xd7rM.jpg
https://i.imgur.com/vU2ynb6.jpg

變數就是x為阿嘎設定金額，依年資排序由淺至深，y為員工自填金額，而且因為影片中每個員工猜的差額範圍落在0~26w，所以z值是x-y且z介於0~26之間。但我一直不能理解，員工四年資倒數，自填79萬合不合理😥，此外如果我沒有理解錯誤y+z應該就是實領金額了吧？但我朋友說不是，然後說經由重複實驗，看z介於0~26的重現率是多少。我是真沒搞懂我朋友的邏輯，我的想法就很單純：

到底哪個傢伙會想用誤差值去推估年終範圍，這個命題本身就不合邏輯了，資訊這麼少，完全不能用機率吧！？我嘗試說服我朋友這是單純是邏輯問題不是機率問題，而且他的模型不合理，跑出來的值沒有意義，但他似乎很堅持他的模型是可行的。所以到底能不能像我朋友一樣用他的模型去推估合不合理🥲",youtuber,47,,M,輔仁大學
105,Dcard,https://www.dcard.tw/f/youtuber/p/241063430,2023-01-23 00:45:48,勾惡真的沒金主嗎？,"勾惡 影片中一直強調「沒有金主」，我想大多數人應該都不相信。

網紅的粉絲都有重疊性，總不可能只訂閱勾惡。

像我自己就有訂閱其他網紅的頻道，勾惡 在得罪其他網紅時，不就等於間接在罵其他網紅的粉絲。

這其中也有勾惡自己的付費會員，畢竟粉絲是會重疊的，也就是說，勾惡根本就不在乎付費會員的那點錢，這不就證明了勾惡一定有其他的資金來源！
https://youtu.be/CgFOebJoGic",youtuber,11,net123,M,道門
106,Dcard,https://www.dcard.tw/f/youtuber/p/241065566,2023-01-23 09:36:57,展榮展瑞新歌這算抄襲嗎？,"https://youtu.be/naSo-7Y3pVc

https://youtu.be/mkcrwpbC5Ys

個人是覺得87像",youtuber,31,everafter,F,Everafter
107,Dcard,https://www.dcard.tw/f/youtuber/p/241066362,2023-01-23 12:19:26,看完酷高鐵影片感想,"https://www.youtube.com/watch?v=Kju3HaMQjjw
先前就有一篇聊到有人說在高鐵車廂拍影片是不是有經過授權的問題
但這邊就說到我看影片的感想
1.
阿毛(雖然保護當事人有把眼睛遮掉了)
說苗栗那些其實都不用停
因為很多人對這些地方沒興趣
阿高鐵當時設苗栗站要幹嘛？
不知苗栗人看到這篇有何感想？
2.
到高鐵台中站中途下車到趕快到樓下買伴手禮
只是為了要賭能不能於時限內買完伴手禮就趕快跑上去搭車
但很顯然錯過了...
不知有人達成這任務嗎？
不然為何他這麼有自信要達成這不可能的任務？
3.
影片結束為何還要回顧
他10分鐘前在高鐵買第三個便當
直接放正片完了就結束不是很好嗎
這個不是多此一舉嗎？
還是為了讓觀眾多看一陣子所以有這樣的影片安排？",youtuber,85,chou220220,M,粥博士
108,Dcard,https://www.dcard.tw/f/youtuber/p/241031260,2023-01-17 20:50:10,#吃播 想詢問這個食物到底是什麼？？,"記得在還是很小的時候 爸媽有給我吃過一個糊狀的食物，那味道真的好特別 特別到我現在立馬想找出來吃它
感覺像寶寶的副食品 但查遍了關鍵字都沒有⋯
想看看有沒有高人能指點出這到底是什麼啊啊啊啊
真的好想吃啊啊啊啊啊啊
類似像下面這影片4:42分左右她吃的那個！！！
https://youtu.be/ys_FvKapA0A",youtuber,4,,F,萬能科技大學
109,Dcard,https://www.dcard.tw/f/youtuber/p/241019668,2023-01-16 08:54:52,國動大談重考,此篇文章為轉貼文章，請更新至最新版本觀看完整內容。,youtuber,1,,M,國立政治大學
110,Dcard,https://www.dcard.tw/f/youtuber/p/241016078,2023-01-15 17:55:26,木曜射箭事件爸爸會撤告嗎？,"運動會最後公佈了與爸爸通話的錄音檔

聽起來爸爸的邏輯真的很怪

風向也變了。

看新聞說家屬已經提告

會不會風向一變爸爸就撤告了？",youtuber,33,alkada,M,alkada
111,Dcard,https://www.dcard.tw/f/youtuber/p/241014092,2023-01-15 13:35:52,到底要怎樣才可以這樣打人?,https://www.youtube.com/watch?v=Vld6e1TygYw&ab_channel=%E9%A4%A8%E9%95%B7%E6%83%A1%E5%90%8D%E6%98%AD%E5%BD%B0,youtuber,1,,M,國立臺灣大學
112,Dcard,https://www.dcard.tw/f/youtuber/p/240989280,2023-01-12 07:37:41,看來 出現了 女版 九妹了,"https://i.imgur.com/qRQwL34.jpg
單純好奇 20幾歲
在國外年薪千萬是什麼概念？
看到都覺得我該投胎了",youtuber,116,edm6996,M,虛虛公子
113,Dcard,https://www.dcard.tw/f/youtuber/p/240983271,2023-01-11 12:22:35,剪輯一支YouTube影片花多久？剪片時間全記錄│YouTube經營實記,"到底剪輯一支YouTube影片花少時間？這集影片是我的剪片時間全記錄，同時也是我的YouTube經營實記。在經營YouTube的一開始，我最常聽到別人問的一句話就是：「你剪片為什麼要花那麼多的時間？你是不是效率不好？還是你不太會剪片？」即使當時說明了很多次，剪片本來就是一個很花時間的事情，但是對方就是無法理解。所以在2022年的三月到六月之間，我在這個製片的過程中，我使用了「製片記錄表」，把我剪片的時間全部都記錄下來，所以在今天這支影片裡面，你會看到我的剪片記錄，同時也告訴你，影響剪片時間的三大因素。如果你準備要經營YouTube頻道，這樣在剪片這個環節上，要花多少時間，你也可以有個心理準備。

https://youtu.be/bvrHO2kQhD0

00:00 記錄剪片時間的原因、本集價值說明
00:45 「製片記錄表」大公開
01:15 記錄時間的方法 (我的實際做法)
02:08 某些影片類型，耗工耗時的原因
02:50 我的製片步驟拆解 (SOP)
03:40 影響剪片工時的三大因素
04:08 我的剪片記錄手札

#影片剪輯
#剪片時間
#剪片要多久",youtuber,0,xiaodinglin,F,小叮琳
114,Dcard,https://www.dcard.tw/f/youtuber/p/240956036,2023-01-08 05:33:02,【政治頻道推薦】,"還有哪些政治系YouTuber，求推薦！

辱華四才子：
1. 波特王 （波特王好帥）🇹🇼
2. 視網膜 （眼球中央電視台）🇹🇼
3. 陳老師 （陳老師來了）🇨🇳
4. 八炯 （攝徒日記）🇹🇼",youtuber,15,,M,真理大學
115,Dcard,https://www.dcard.tw/f/youtuber/p/240964724,2023-01-09 07:40:48,請問各位大大知道這個 “ノーブラ散步”的頻道名稱嗎？ 先感謝各位的幫忙了！,https://i.imgur.com/Tqwhz1I.jpg,youtuber,4,alan922,M,Alan Sun
116,Dcard,https://www.dcard.tw/f/youtuber/p/240978544,2023-01-11 01:28:30,艾莉莎莎買房真的超會賺嗎？其實大家都誤會了,"其實大家都誤會艾莉莎莎了啦！
還沒賣課程之前就說她有多會賺多會賺，No no賣課程才是她真正賺的開始！
之前大家看到她買第二間房直說她多強多會賺的，其實我看新聞她有跟家裡借頭期款欸……
而且她是換房，不是買兩間房欸……第一間房賣掉等於不用錢、搞不好還有賺欸
真的大家動一點腦啊……一堆人說甚麼她3年就把房貸繳清又買了第二間，我真的暈倒，真的不是這樣啊～

總之就是～第一間房賣掉後，等於第一間房沒花到她錢，然後她接下來就只需要付第二間的頭期款，而且這個頭期款還有跟家裡人借，就這樣以上報告完畢。謝謝大家。
https://i.imgur.com/wj6rBqn.jpg",youtuber,42,glorianotafraid,F,看見莎莎
117,Dcard,https://www.dcard.tw/f/youtuber/p/241002009,2023-01-13 18:10:02,木曜運動會MVP？？,"黑龍 百米1 攀岩3 氣球7顆 跳遠1 接力敗 拔河敗
坤達 百米2 攀岩1 氣球4顆 跳遠1 接力勝 拔河勝
尼克 百米3 攀岩7 氣球4顆 跳遠2 接力敗 拔河敗

MVP 得主：尼克、坤達。
黑龍各項數據..還能不拿MVP嗎？",youtuber,59,,M,國立清華大學
118,Dcard,https://www.dcard.tw/f/youtuber/p/241012981,2023-01-15 11:01:51,小將翊回來了,https://youtu.be/pITiNHZlsrU,youtuber,0,ffghgcg333d,M,fchh
119,Dcard,https://www.dcard.tw/f/youtuber/p/240903942,2023-01-01 11:07:27,蕾菈,https://i.imgur.com/RmbEE9O.jpg,youtuber,1,,F,中華醫事科技大學
120,Dcard,https://www.dcard.tw/f/youtuber/p/241003811,2023-01-14 05:10:02,蹭,羅蘭到底是誰，怎麼一來台灣就一堆YouTuber搶著蹭==,youtuber,7,li2111111111,M,183
121,Dcard,https://www.dcard.tw/f/youtuber/p/241002033,2023-01-13 18:15:15,百祥坤達直播聊運動會，佳嬿姊突現身語出驚人！,"這樣有像現在媒體的標題嗎🤭
先說喔，不喜木曜者，慎入。
也沒有要談工讀生事件，沒興趣的，看到堅哥就不需要再往下滑可以離開了。
https://i.imgur.com/CY1lb6Q.jpg


先提一下關於黑龍沒MVP的事，百祥給出的說法是，因為黑龍本身具有種族優勢，如果讓他拿MVP，怕有些人會拿這件事做文章，所以為了保護這個“洋將”，就…。
那因為達哥是黑隊，黑隊又是勝隊，所以一定會有一個MVP，尼克則是真的很認真又進步很多，加上黑龍有項目成績是退步的，所以就讓尼克並列。
（如有解讀錯可幫我糾正，感謝🙏）

那…看大家能不能接受啦，我是沒差。


原先百祥正跟坤達不斷讚許尼克，為了運動會早早就開始在訓練，雖然是講兩個月前，但他們懷疑尼克可能半年前就開始訓練了。

然後，佳嬿姊突然就入鏡了。

佳嬿姊說：我剛剛聽到有人練了半年，但還是輸了。百祥與坤達兩人爆笑。
（尼克你好慘啊~~~）

後來百祥問，對於坤達稱霸運動會有什麼想法。
佳嬿姊居然回答：「那不是內定的嗎」

雖然她可能想臭自己老公啦，但在最近的敏感時期，真的也太敢開玩笑了🤣

最後則是提到何時要正式在木曜亮相。
百祥表示自己很珍惜這個計畫，還在等待一個最好的時機使用這個機會。
然後三人天花亂墜的幹話一陣後，佳嬿姊則表示下次演唱會可以用來賓身份登場。

雖然現在真的比較少看木曜了，但還是默默有在期待佳嬿姊正式在木曜登場，相信一定很有趣👍

不過也太美了吧😆
https://i.imgur.com/k8eUsJj.jpg",youtuber,79,,M,真理大學
122,Dcard,https://www.dcard.tw/f/youtuber/p/241002772,2023-01-14 00:54:51,[道歉啟事]向台灣各大Youtuber和電視台(包含TVBS等)致歉，相關文章已全部刪文。,針對我之前批判Youtuber和電視台一一說明，會這麼做本質是因為希望給新人Youtuber一個機會，不要讓整個Youtuber永遠都特定幾個老鳥霸佔流量前段班，但我還是覺得做這種事是不對的，另外我也不應該說賤葆用民視音樂有問題，我也不該說TVBS是紅媒做假新聞要號召檢舉關台，我也不該說迪士尼的電影台(Star Movies)片子爛要關台，我也不該說筷子台(Eleven Sports)轉播體育賽事水準太差要倒閉，在此向各大Youtuber誠懇道歉，包括我曾批評、比較和惡搞過的Youtuber有:這群人、蔡阿嘎、阿滴滴妹、Joeman、眾量級、木曜、千千、反骨、聖結石、小玉、放火、魚乾、菜喳、洋蔥、志祺、薩泰爾(含博恩和喬瑟夫)、牛排、胡椒、蛇丸、七七老大、愛莉莎莎、欸你這週、賤葆、胡子、黃小潔、眼球中央的視網膜、館長、波特王、米砂、金魚腦、含羞草、金針菇、阿圓、蔡哥、劉芒、嘟嘟人、台灣尋奇的黑龍、黑羽、蛋哥、鹿人和泥啾、蒼藍鴿、壹加壹、肉比頭、恩熙俊、三度、豬豬隊友、小草、貝莉莓、黃小米、克里斯丁、米漿、胃酸人、艾琳、居妮、薔薔、上班不要看和呱吉，並將跟Youtuber和電視台相關之造謠抹黑文全數刪除，今後發文會謹慎注意言行，謝謝。,youtuber,139,chou220220,M,粥博士
123,Dcard,https://www.dcard.tw/f/youtuber/p/240923414,2023-01-04 02:57:01,大陸九妹,"https://i.imgur.com/YKs3AIL.jpg
不能說很像，只能說一模一樣。",youtuber,0,,M,國立臺灣科技大學
124,Dcard,https://www.dcard.tw/f/youtuber/p/241007449,2023-01-14 14:29:57,台南JOSH是不是偷臭艾莉莎莎,"https://i.imgur.com/UljIAcB.jpg
https://i.imgur.com/DQodtbj.jpg

Youtuber圈之前流行發行NFT 現在則是流行發行課程
台南JOSH和High咖在訪談中直指艾莉莎莎宰粉

相比於joeman的偷臭 
台南JOSH和High咖是不是太直接了?",youtuber,21,,M,國立臺灣科技大學
125,Dcard,https://www.dcard.tw/f/youtuber/p/240992239,2023-01-12 13:52:56,看電影了沒停更了,"https://i.imgur.com/HD3ppwB.jpg

我最喜歡的電影解說頻道😢雖然電影或紀錄片都偏冷門小眾但真的好愛好愛他們😭",youtuber,29,,M,國立清華大學
126,Dcard,https://www.dcard.tw/f/youtuber/p/240999190,2023-01-13 11:43:29,【你夠大膽嗎? 全新地圖安息墓園來了! Ghost Exorcism INC.┃ 阿米蘭搞笑精華:沒想到嬰靈也會瑪利歐跳?!】,"※ 大家對於靈異的東西感興趣嗎? 有興趣的話會不會害怕真的出事呢? 這邊推薦各位不要再看別人的靈異影片了，來玩這款遊戲吧! 沒看過有一款恐怖合作遊戲內容這麼豐富的，而且這次更新多了新地圖、新物品像是提神飲料、新的JUMP SCARE娃娃等等，讓你在探索之餘還有注意有的沒的! 

※ 喜歡的話可以訂閱一下，給我點回饋我會很開心的d(･∀･)b
https://youtu.be/TwLIDevti38",youtuber,0,chihheng0406,M,阿米蘭
127,Dcard,https://www.dcard.tw/f/youtuber/p/241012041,2023-01-15 08:27:33,YT吃相難看到噁心,"從以前就喜歡聽輕音樂睡覺，不知道從什麼時候開始原本作者說無廣告的影片中間穿插著好幾個廣告⋯現在常常被廣告吵起來
加上墨鏡哥最近跳出來說YT的不公平
有感而發
不是打廣告
看到有人跳出來 包括墨鏡哥還有錫蘭
必須要更多人跳出來⋯
https://i.imgur.com/zDbhHSE.jpg",youtuber,3,,M,僑光科技大學
128,Dcard,https://www.dcard.tw/f/youtuber/p/241004032,2023-01-14 05:46:14,Hook最近好忙,"如題 這是廢文沒錯
Hook今年居然沒參加木曜運動會🥲
一直很期待我們hook一年一度的努力第一名 今年是太忙了所以沒空參加嗎🥹🥹",youtuber,22,,F,文藻外語大學
129,Dcard,https://www.dcard.tw/f/youtuber/p/240994742,2023-01-12 20:28:14,撇開意外今年木曜運動會真的好喜歡,"本身是魚團老粉絲
知道他們去年有來台灣但行程全部不公開
想說應該是有什麼活動吧⋯⋯
結果竟然是木曜運動會！！
謝謝木曜邀請他們
真的又驚又喜😭
雖然一開始分隊每次都會讓人有種實力懸殊的感覺
但Silk一句
https://i.imgur.com/QYf632N.jpg
雖然是日文
整個都燃起來了
對 白隊這麼多強棒在怎麼可能沒有贏的機率🥹
瑪利亞 邰哥都跟在旁邊幫忙日文翻譯
或是聊天 
又或是魚團在比賽 失利 或是獲得了好成績
隊友們互相鼓勵
大丈夫！！！
我都看得好感動
https://sticker-assets.dcard.tw/images/3f8135cb-c935-4885-ac6d-dd6756cf7f82/orig.png
一部分希望他們玩得開心也不要被台灣人的熱情嚇到🤣🤣
但事實上效果是真的很不錯的
如果有機會能在Silk的強項中展現實力給大家看也很期待呢
Ndaho這次好厲害🥲跑得快 攀岩都難不倒
很開心也希望下次有機會能再看到他們跟台灣創作者們一起合作
https://sticker-assets.dcard.tw/images/1fce248b-db7e-4d96-aa93-7370f2eb9c1e/orig.png",youtuber,44,,F,國立嘉義大學
130,Dcard,https://www.dcard.tw/f/youtuber/p/240983284,2023-01-11 12:25:20,我經營YouTube花了___？我的軟硬體設備與成本大公開│YouTube經營,"去年五六月開始，比較認真經營起YouTube，最近有好幾個朋友問我，我經營YouTube的時候都使用哪些設備，是用哪台相機拍、用甚麼剪接軟體，到底我在經營YouTube上花了多少錢？所以今天這一集，我當作是YouTube經營筆記，把我的軟硬體設備與成本大公開，所用到的軟硬體設備在影片後段有列表出來，影片中我會說明這些工具我為什麼買，同時也包含我當初買的價格等(在影片後段)，你就會知道這個成本有多少，影片中的東西是我買來的，非廠商業配或贊助。當然，影片最後我也會給你你更省成本的建議。

影片中提到的軟硬體設備，包含拍攝的錄影器材、剪輯軟體、影音素材庫、上字幕工具、字型的購買、收音器材像是麥克風、讀稿機、燈光與腳架，以及製作youtube影片封面縮圖的軟體和工具。我只是透過這支影片，給曾經問過我相關問題的人們參考，同時也是我個人記錄我經營自媒體、個人品牌、記下我個人的YouTube經營筆記。

https://youtu.be/tSeZ16erwts

00:00 為什麼拍這支影片
00:20 本集談到的設備項目
00:52 錄影設備
01:24 剪輯軟體
02:09 影音素材庫
03:26 字幕工具
05:12 麥克風
06:55 讀稿機/提詞機
07:25 燈光
08:20 youtube影片封面製作
09:12 字型
10:06 成本列表
10:22 省成本建議(一)
10:30 省成本建議(二)

錄影器材：手機是ASUS ZenFone 5 (是2018年的手機)
剪輯軟體：【Adobe Premiere Pro】https://www.adobe.com/tw/
 
影音素材庫：【MotionElements】https://reurl.cc/d2rxKD

上字幕的工具：【繪影字幕】https://zeemo.ai/?inviter=WNVYGD

動圈式麥克風：【Shure Motiv MV7】 (我在PChome買的)
領夾式麥克風：無品牌名稱 (我在蝦皮買的)
讀稿機/提詞機：大陸的【奇叶牌】(我在蝦皮買的，但你們也可以買Parrot牌，我用那款堪用)
兩款小型補光燈(約10吋)：都在蝦皮買，沒有品牌名稱
21吋大型捕光燈(21吋)：在蝦皮買，還送燈的腳架，沒有品牌名稱
YouTube影片封面：我用【Canva】 https://www.canva.com/join/drw-rnm-qhd

搭配【Adobe Photoshop】https://www.adobe.com/tw/
 
字型：【justfont】金萱拿鐵https://justfont.com/jinxuan-latte/
 、粒線體https://justfont.com/lihsianti/",youtuber,6,xiaodinglin,F,小叮琳
131,Dcard,https://www.dcard.tw/f/youtuber/p/240995814,2023-01-13 03:09:34,木曜運動會始祖在這裡,"https://youtu.be/cxssNfwCRlY
有人說這是木曜團隊之前在中天的作品
把中天綜藝的梗拿來木曜用
想不到原來木曜以前是捧韓國瑜的中天全民最大黨出身
真的蠻感到意外的",youtuber,3,chou220220,M,粥博士
132,Dcard,https://www.dcard.tw/f/youtuber/p/240994121,2023-01-12 17:34:44,找影片 好像是鍾明軒的,"好像之前在鍾明軒的影片裡有一段話是在說
懷疑自己的存在，這個世界是真的嗎？
我明天會不會就消失了，想請問大家知道這是哪一個影片嗎？ 

突然想到好奇想回去翻但都沒翻到
還是是其他YouTuber的也可以告訴我",youtuber,3,yyuan2000,M,鳶鴛
133,Dcard,https://www.dcard.tw/f/youtuber/p/240990658,2023-01-12 10:35:40,半瓶醋營利資格被拔了,"https://i.imgur.com/FCuoHBo.png
以這種標準來看很多影評YouTuber是不是要完了
特別是那個谷阿莫
呵呵",youtuber,1,chou220220,M,粥博士
134,Dcard,https://www.dcard.tw/f/youtuber/p/240926660,2023-01-04 10:34:07,Toyz驚世對決,"https://i.imgur.com/h5NHaq7.jpg
期待嗎各位，拳王開扁了",youtuber,13,waron,M,雨勢滂薄
135,Dcard,https://www.dcard.tw/f/youtuber/p/241012829,2023-01-15 10:38:53,客觀來說提告並沒有錯吧,"品子有沒有射到人? 有
木曜活動主辦方有沒有疏失?有

所以我認為學生家長提告一點錯都沒有
木曜積不積極解決是一回事
我是學生家長我照樣告阿
頂多就是觀感不佳而已

本來事情發生了到法院解決就是最公正的
要調解要賠錢都由第三方判決

木曜完全沒有立場要求學生家長不能跟記者講
也沒有立場要求學生家長不能提告
你唯一能做的就是在法院拿出你的法務團隊盡力維護你自身的權益而已


你說將近一個月的時間網紅本人不知道他射到人了
那是誰的責任?不是你主辦方的責任嗎?
我認為被告真的只是剛好而已",youtuber,309,,M,國立中央大學
136,Dcard,https://www.dcard.tw/f/youtuber/p/240902356,2023-01-01 06:21:12,Joeman???,此篇文章為轉貼文章，請更新至最新版本觀看完整內容。,youtuber,0,,M,國立中山大學
137,Dcard,https://www.dcard.tw/f/youtuber/p/241012409,2023-01-15 09:28:51,發片澄清了,"如題 葆哥剛剛已發片了 就不多贅述了 怕多說什麼會誤解事實 就附上影片讓大家去看看唄～
只想說：辛苦了 還要承擔那麼多輿論壓力 希望事情早日落幕😮‍💨😮‍💨
https://youtu.be/9994vJo3rB4",youtuber,5,,M,中臺科技大學
138,Dcard,https://www.dcard.tw/f/youtuber/p/241013269,2023-01-15 11:43:34,跟著77老大簡單做女生補品!,"https://www.youtube.com/watch?v=NdfqTIbdS6A
雖然我才21 但我已經提早進入養生狀態了
平時就很喜歡喝一些溫補的飲品
木耳露 黑糖 老薑 紅棗 枸杞 基本上是保溫瓶不離手
每天溫開水!
前幾天看到七七老大的影片教作暖宮甜湯 我也動手試了試
https://i.imgur.com/H5EtvSj.jpg
77老大有說 喜歡吃什麼 什麼就可以多放一點~
黑豆跟紅豆都是利尿 去濕排水腫的~我比較需要 我就多放了一點
https://i.imgur.com/zjeQ9tD.jpg
桂圓 紅棗 黑糖 老薑 我就直接放金滿堂的黑糖磚
他是長這樣的  我上次在小三美日一次買三包
黑糖紅棗桂圓口味的還挺好喝 這次試試看有薑母的!
https://i.imgur.com/pHVjgCu.jpg
https://i.imgur.com/nOAIxTs.jpg
我有一點不太敢吃蔘的味道 就沒多放  放了一根鬚鬚

煮好以後長這樣
https://i.imgur.com/UUbAwzz.jpg
我覺得有黑糖的味道 似乎中和掉了蔘的味道
第一口吃的時候有點不習慣 因為有薑的味道
可是越吃越順口 
而且今天好冷 吃著暖暖的超舒服
我用大同電鍋煮 一碗水
紅豆花生熟了 但是沒有很爛
糯米已經是一抿就爛的狀態~~
如果喜歡很軟的紅豆 應該還要再蒸一碗水
我個人覺得這樣剛剛好 很有口感 我喜歡~

總結~
很好吃! 如果生理期 或平時 有人能幫著做就更好了Q_Q
因為要準備的材料很多
直接放薑母桂圓紅棗黑糖塊很方便
下試來試試看 用悶煮罐會不會更軟爛",youtuber,1,,F,輔英科技大學
139,Dcard,https://www.dcard.tw/f/youtuber/p/241012527,2023-01-15 09:48:18,木曜運動會傷人事件,"https://youtu.be/9994vJo3rB4
看完賤葆他們的澄清以及木曜所提供的錄音檔，看得出來木曜方相當有誠意解決此次意外，受傷同學家長真的不要這樣，想要賺賠償就用要毀掉人家做威脅？
不知道是同溫層太厚還厚大家的看法都跟我差不多，目前看來的風向，同學家長真的要三思要不要鬧大餒，不然我來預言看看，到時候家長一家被肉搜，然後出來哭網路霸凌拜託放過自己，自己才是受害者⋯⋯",youtuber,90,,M,國立中央大學
140,Dcard,https://www.dcard.tw/f/youtuber/p/240970000,2023-01-09 20:31:57,有人知道他是哪位youtuber嗎,"https://i.imgur.com/IF28N6x.png
https://i.imgur.com/YtmcPRR.png
https://i.imgur.com/LbCfsJi.png
https://i.imgur.com/eKIpcNN.png
https://i.imgur.com/jBhUF4G.png

最近演算法推薦的影片
他看起來是出社會很久的人
言語中充滿自信
想必女人對他來說是如數家珍
身為一個菜雞大學生
我身邊的女性大多注重身高、才華、個性等等
今天聽到這段話有點顛覆我以往對女生的認知也更了解社會的現實
整體來說獲益良多且論述富含邏輯
個人猜測應該是有頂尖大學學歷的人
請問有人是這位youtuber的粉絲嗎
他的YT頻道叫什麼名字？我想關注
謝謝",youtuber,127,,M,國立政治大學
141,Dcard,https://www.dcard.tw/f/youtuber/p/240901314,2023-01-01 02:30:28,確認交往,https://i.imgur.com/PtA2ftY.jpg,youtuber,1,,M,國立高雄科技大學
142,Dcard,https://www.dcard.tw/f/youtuber/p/240954510,2023-01-07 20:50:42,我很了解艾莉莎莎,"第一莎莎很聰明，但反應慢
隨便舉例，可能(當面)吵架吵不贏人，但回家用line吵就能吵贏，因為用line(有時間可以想一下)要怎麼回
所以莎莎不直播的原因就是因為她反應慢
她一定都要有腳本，用剪輯的
莎莎愛喝酒，是因為喝酒她才能放比較開，不然她蠻ㄍ一ㄥ的
莎莎喜歡交朋友，但在交朋友方面是比較被動的，臉皮比較薄
莎莎有長期失眠問題，對她來說睡覺不是一件很容易的事
莎莎講話很直、很自我比較不會去顧慮到別人感受
莎莎有完美主義，莎莎是行動派，想做什麼就立刻去做
好了我想睡了……明天再來想還有什麼",youtuber,25,glorianotafraid,F,看見
143,Dcard,https://www.dcard.tw/f/youtuber/p/240916220,2023-01-03 05:20:08,想拍好笑短片 徵,"如題
一直很想拍好笑的短片
類似papi醬或這群人
不過周圍朋友 沒有這類型的人
自己拍執行力很差
就看有沒有 有緣人囉
大家可以揪團相互認識！
若是剪輯導演 這方面有經驗的
或是擅長寫腳本的
也歡迎認識哦！",youtuber,3,,F,國立臺北大學
144,Dcard,https://www.dcard.tw/f/youtuber/p/240962022,2023-01-08 21:50:00,說不能說白冰冰唱難聽跟說博恩難笑是不是同一群人,"《炎上》在新聞台粉專的留言負評滿滿。
我是上一篇作者，之前我是主張好不好聽是主觀感受，所以看到博恩被說難笑是沒有意見啦。
但問題是留言區有些人認為是客觀的，只要有技術就不能說難聽。
很明顯博恩的roast運用了很多技巧，甚至是有許多論文背書的（這樣的表現手法會帶出怎樣的效果、為什麼會有這樣的效果...）。
按照剛剛的邏輯脈絡的話，應該是不能說博恩難笑。
但我怎麼感覺說不能說白冰冰唱難聽的人會覺得博恩難笑阿，不是應該要說『不喜歡』嗎？
到底是怎麼回事呢，是我的邏輯錯了嗎？😢
『你真的可以不喜歡，但不喜歡跟講得難笑是兩回事🙃』

對不起我又發了一篇廢文。",youtuber,3,,M,國立成功大學
145,Dcard,https://www.dcard.tw/f/youtuber/p/241016918,2023-01-16 01:01:13,射箭受傷的同學知道他爸爸在害他嗎？,"本來私底下解決就算 搞到現在炎上 又惹到正妹品子 同時得罪兩個頻道眾多粉絲群

等到之後起訴書出來 同學的名字資訊 99%會被肉搜出來 公佈在版上 （起訴書找的到就沒違反個資法了）

然後他如果還在學 基本上會被社死（我如果是他同學 會真的覺得很丟臉）

怎麼想都是他爸爸在搞自己兒子...",youtuber,39,,M,亞洲大學
