system_id,dataSource,artUrl,artDate,artTitle,artContent,commentCount
204,Mobile01,https://www.mobile01.com/topicdetail.php?f=376&t=6922771,2024-02-26 00:54:00,CASIO鬧鐘掛鐘品質還行嗎??,想買個便宜小掛鐘.小鬧鐘放在一個公共空間CASIO手錶品質很值得信任但是鬧鐘跟掛鐘一樣穩定嗎?過去買過一些便宜貨不是秒針太吵就是時間常過快或過慢或異常耗電CASIO五百元上下或千元以內的小鬧鐘掛鐘品質還OK嗎?謝謝,6
205,Mobile01,https://www.mobile01.com/topicdetail.php?f=302&t=6922606,2024-02-25 12:13:00,關於穿搭的疑問,如標題，想請問各位平日都會怎麼穿搭 ?像我平日工作時穿的工作服，下班就換輕鬆的居家服，一般外出也是貪圖方便，穿的還是工作服，運動當然會換成運動服，不過有時也會穿去工作；所以工作服和運動服通常都是以前比較好看的衣服，因為舊了就淘汰變工作服，而居家服顧名思義就只會在家穿，買的也是便宜一般的衣服，穿不出門的；最終造成的結果就很慘，穿的都是爛衣服，不像學生時期可以每天都穿好看又新款的衣服。你們可能會問工作那麼久了，都不買新衣服來穿，幹嘛對自己那麼摳 ?這點終於來到這次主題的重點了，新衣服當然是買了，但我沒什麼場合機會穿阿....平常工作穿新衣服會弄髒，而且也很怪，平常外出穿又不實際，穿個幾分鐘就得花時間清理它，假日通常都會去運動，穿新衣服好像也不太合適，最後工作服和新衣服又得分開洗，增加洗衣服的工作量，總而言之就是想穿好看的衣服純粹就是想裝B 用的，然後就沒然後，回家還是得乖乖洗衣服。我問大家的穿搭不是像一般節目說的衣服要怎的搭配，而是想請問各位在各種場合會怎麼選擇穿搭的衣服，還是和我一樣都想一套就給它呼嚨過去，省的後續還有許多麻煩和工作要作。,1
206,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6921733,2024-02-23 03:01:00,分享～睫毛捲翹術＋髮際線熱蠟除毛,新春過後要開學了！一定要有煥然一新的感覺才行！跟著我姐一起去整理一下！讓自己可以容光煥發！這次主要針對我的睫毛跟髮際線旁的雜毛，希望看起來更有精神！▽首先美容師幫我用他們家獨家的睫毛捲翹術，看一下我是不是馬上變電眼了！據說這個新技術不但撐得久，捲翹度還很自然！附上前後對照圖，真的差很多！▽接著做熱蠟除毛！這次除了除腋毛，還請美容師特別幫我除了髮際線旁的雜毛！這樣整個臉看起來清爽多了！▽一般比較少人在除髮際線旁的雜毛！但我覺得有除掉真的整個臉看起來乾淨很多，當然也變美嘍！,0
207,Mobile01,https://www.mobile01.com/topicdetail.php?f=598&t=6923079,2024-02-26 11:19:00,【請益】買鞋子尺吋的建議,"各位版友好！小弟腳尺寸是：左腳 長25.6 寬 10.4 , 右腳 長 25.4 寬 10.6 足圍26,沒有外翻,但右腳大姆指接腳掌關節那有一點凸出.以前不懂鞋都聽店員的越買越大,穿到28~28.5一般楦的鞋,主要是因為寬不夠所以越買越大以能把腳放入鞋子為主但不管是皮鞋.布鞋.運動鞋穿久下班到家脫下時都會感覺不舒服(腳在鞋內前後滑).後來近半年爬文後才知道有""寬楦""這東東,因為沒有大量運動只是上班穿和下班健走一下,所以沒去專門的鞋店就只有先去鞋全家福試了和買了固特意/Lotto和他牌的3E/4E的鞋,從26~26.5都有,但有些是試穿時套下去就覺得卡及右腳大姆指接腳掌關節那有一點凸出那地方變很明顯,有些買回家在家穿1小時後覺得姆指有點卡/擠或是2腳大姆指內測都一直磨到長繭,所以只好停穿再去找鞋.後來爬文看到說亞瑟士他寬楦尺吋多也較寬就去他們店看,也選在下班後,在經過店員量測後建議買26.5寬楦4E,所以買了JOLT 4及GEL-CONTEND 8這兩款4E的鞋(都26.5)前面約1指空間鞋大姆指和小指還差一些就碰到兩側,店員穿過後就會寬了.(沒有買27是因前面空快2指,店員說太大了)現場試穿ok,穿的襪子是五指襪,但一樣買回去後這一個月,大約穿一兩小時或到午後(正常工作/出門,非運動)右腳大姆指前端的內側就感覺被鞋子一直壓(從指甲那區域到往上0.5有個小關節那),大姆指接腳掌關節那邊有一小塊就凸出在鞋側,拖鞋拖襪看有點紅和有點不舒服,感覺像是右腳還是差一點寬度.如果是鞋子穿時把鞋放45度這樣穿到底然後綁緊,則是過一陣子後大姆指開始發麻(但就比較沒有上面那情況).最近也有下班後去試New Balance的Fresh Foam X 880v13 / 860v13 ,及BROOKS的ADDICTION GTS 15,店員都說試26.5,Brooks甚至說26就可以,現場試穿感覺還行,也都不建議再大,但怕又和上面亞瑟士的一樣,所以還沒買下去(因為單價更高且前面已經買好幾雙但開始穿後問題就來)所以才上來這邊Po想請教一下各位版友,以大家經驗會建議小弟買再大0.5號(27)的4e寬楦還是買以前習慣的28上下的一般楦的鞋呢?爬文看到過去的文章是寫說寬楦就要盡量買適合的長度.主要是都現場試不出問題,楦頭各家也沒有個標準尺吋,且要試久一點及拿多雙試通常店家都不太願意(除了鞋全家福,但他們size常不齊),且去鞋店時店員也都說的不一樣,加上這幾個月前後買了4雙也快8千元,但穿上後都是一兩小時後出現不同問題的鞋子,還以為是腳出問題去骨科拍X光後醫生也說沒事,覺得有點困擾自己也不知怎選擇才上來發問,謝謝.",1
208,Mobile01,https://www.mobile01.com/topicdetail.php?f=598&t=6923157,2024-02-26 15:28:00,RedWing8875開箱,自從上次買給腦公的RedWing875後他是有很認真在穿，所以覺得買得值得！於是乎．．．腦公好像穿上癮了幾天前，就給我帶了雙8875回來不多說了，賞圖唄！鞋盒復刻版左邊右邊背面腦公說就是因為這復刻版的犬標才入手8875看完圖了，各位以為文章結束了對吧？！並沒有，接著還有下一篇...~~~~~~~~~~~~~to be continued~~~~~~~~~~~~~,1
209,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6921904,2024-02-23 07:00:00,雙刀片設計的DE老式刮鬍刀 -寧豐508,這是一把某寶淘來的便宜刀架，型號是寧豐508。一把只要5塊人民幣。特殊的是它是雙刀片設計老式DE刀的刀架。整支刀架品質很差，板金薄 把手短 重量輕，毛邊多很刮手 還會生繡。不過它的雙刀刃設計真的是很少有的特別。自己將毛邊打磨後裝上刀片，發現下方刀片間隙超大，剃度非常激烈極度危險，非常容易受傷，是很難駕馭的刀。我在下方貼上了汽車雙面膠減少間隙後，整把刀變溫和算是可用，刮起鬍子的剃感變的像傳統多刀刃盒刀，唯一問題是有點太溫和，剃淨度還是比不上舊的五刀刃盒刀。（可能再找薄一點的雙面膠降低高度試試）真的非常可惜，好好的設計創意卻被品質價格打敗。依現在如同倒店貨的價格，若能將剃感及品質提升了，價格上去一些應該不是問題。,0
210,Mobile01,https://www.mobile01.com/topicdetail.php?f=600&t=6921771,2024-02-23 04:01:00,#分享 破銅爛鐵PTLT & THALER純銀項鍊耳環,"最近同事在討論自己的小孩國小而已，吵著想要打耳洞戴耳環，她有點不太願意，但又不想限制太多她女兒的裝扮意願跟自由
我就想起我第一次打耳洞也是在國小，當時是受到爸爸朋友小孩的影響，看到她的耳朵亮亮的好漂亮，於是跟媽媽吵著要戴耳環XD
當時媽媽帶我去破銅爛鐵買耳環，沒想到戴沒一個月就被我弄丟了（┬＿┬）整個被罵慘了…
我那時候也沒什麼概念，不知道破銅的耳環滿貴的，重點是純銀的才不會過敏，比較好戴
後來學生時期沒什麼錢，常常買夜市品質的耳環，但很容易會發炎，久了就懶得戴了
聽到同事講起這事，於是我又突然燃起了戴耳環的興致XD
立馬網購買起來!!! 哈哈哈
 
網路買飾品其實很多地方都可以買，但是我容易過敏的話就只能以純銀飾品為主
其他家還要有測試期，不知道他說的純銀到底會不會過敏
所以我還是習慣在破銅挑耳飾，至少能確保我戴了一定不會發炎
不得不說破銅爛鐵的款式真的超多，看得我眼花撩亂，官網寄出的商品會以銀飾防氧化袋包裝好，質感也非常很好!!! 

耳環我選的是PTLT-夜中閃爍925純銀
耳環後面是旋轉固定的，不容易脫落，上面的鑽鑽超級閃亮!!
耳環尺寸是1公分大小左右，不搶眼但也不低調，整體給人的感覺是純淨的白，搭配深色或是淺色的衣服都很合適
氣質穿搭的時候超合適，或是上班的時候也很好展示一下低調奢華感
 

項鍊是THALER-星空戀曲925純銀
項鍊的主體看起來像是二枚戒指合併再一起，兩側都鑲有閃亮的小鑽鑽，內側刻有THALER字樣及圖示
鍊長約:40cm，長度很適中，鍊子尾端有THALER造型圖示，蠻有巧思的
 
 以上二款我都很喜歡，簡單的妝容或穿答就可以配戴
偶爾還是要買禮物犒賞自己，用小配件妝扮一下自己，增加點氛圍感
有時候女生就是這樣，這種小小的搭配就能讓自己心情好好^_^
也好有回到少女感的小卻幸呀~",7
211,Mobile01,https://www.mobile01.com/topicdetail.php?f=596&t=6919239,2024-02-17 09:01:00,大家平時在公司都穿些甚麼外套阿,想問問大家平時在公司都穿些甚麼外套阿感覺穿太好的又容易弄張隨便穿的話又覺得好像怪怪的，那麼大家平時在公司都穿那些外套阿，有甚麼推薦的嗎,8
212,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6921548,2024-02-22 13:09:00,男性中長髮造型品推薦,請問大家男性中長髮有甚麼推薦的造型品嗎?我是用溫塑燙，我記得設計師幫我繞吹後有抹一個髮品，但我有點忘了什麼髮品，抹完後感覺主要是光澤感，沒什麼塑型力的髮品。是髮油嗎?還是找那種塑型力低的髮蠟呢?還是造型乳?謝謝。,0
213,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6921978,2024-02-23 09:41:00,玻尿酸分享 醫美,本人現在30歲 第一次接觸醫美 想要分享施打玻尿酸的心得第一次施打真的超級緊張的啦~~~~~~還好診所護理師很親切會跟我聊天 安撫我的緊張感醫生說我可以先施打3cc就好，夫妻宮凹陷各1cc+下巴1cc結果我覺得自己太緊張，因為打完之後我完全沒有感覺，還是護理師跟我說結束囉?附上圖片分享我變美的成果啦！不知道大家都幾歲開始接觸醫美呢?希望大家可以給我建議還有哪個部位需要打玻尿酸的，可以指教交流唷～～,1
214,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6921261,2024-02-22 04:40:00,我的育髮心得,髮際線越來越高從以前不以為意，沒有預防落髮的概念到現在後悔莫及，只能想辦法搶救什麼方法都嘗試過洗髮精是使用落健這種防掉髮的洗髮精在作息上有了調整，每天12點前躺平飲食上也有了改變，有聽說鐵質跟維生素有助於頭髮增長所以我也開始大量補充像是牛肉、蔬果這類食物但好像還是沒什麼變化最後聽了朋友的建議，選擇去看醫生醫生看了我的髮況有建議我可以做養髮療程配合療程下來會改善很多下圖是我原先第一次去看醫生的髮量我本身有美人尖，但兩側的頭髮量越來越稀疏看起來是真的有M型禿的架式聽從醫師建議我也開始了我的育髮之路總共有三個療程分別為PLT凍晶注射、潔比爾育髮以及生髮帽凍晶注射是會先抽血，將血液做處理後變成一瓶一瓶的凍晶在注射到頭皮上刺激頭皮生長總共有20罐凍晶，我分成5次療程去注射潔比爾育髮則有點像是在做頭皮SPA主要是將精華打入頭皮做保養療程會有三道程序會先檢測頭皮狀況，再去除角質，最後導入精華液這半年來總共做了15次左右最後是生髮帽，是跟診所租的每周戴五次，照光一次20分鐘也是戴了大半年六個月過去，頭髮狀況改善滿多的也長出了細毛個人覺得效蠻明顯的覺得找對方法跟有經驗團隊育髮其實也可以達到很好的效果在此分享!,9
